UNITID,university_name,website,rank,query,title,url,domain,domain_restricted,text_len
166027,Harvard University,www.harvard.edu/,22,site:harvard.edu Harvard University generative AI policy,Generative Artificial Intelligence (AI),https://www.vpal.harvard.edu/links/check-out-huit-generative-artificial-intelligence-guidelines-and-resources-use-ai,harvard.edu,True,1913
166027,Harvard University,www.harvard.edu/,23,site:harvard.edu Harvard University generative AI policy,AI Sandbox Privacy Statement | Harvard University Information Technology,https://www.huit.harvard.edu/ai-sandbox-privacy,harvard.edu,True,6476
166027,Harvard University,www.harvard.edu/,24,site:harvard.edu Harvard University generative AI policy,Harvard University Information Technology,https://www.huit.harvard.edu/news/news-types/ai,harvard.edu,True,3794
166027,Harvard University,www.harvard.edu/,25,site:harvard.edu Harvard University generative AI policy,"Harvard designs AI sandbox that enables exploration, interaction without compromising security",https://news.harvard.edu/gazette/story/newsplus/harvard-designs-ai-sandbox-that-enables-exploration-interaction-without-compromising-security/,harvard.edu,True,8566
166027,Harvard University,www.harvard.edu/,26,site:harvard.edu Harvard University generative AI policy,,https://www.harvard.edu/ai/work-resources/,harvard.edu,True,2827
166027,Harvard University,www.harvard.edu/,27,site:harvard.edu Harvard University generative AI policy,Generative AI in Teaching and Learning at the GSD,https://www.gsd.harvard.edu/resources/ai/,harvard.edu,True,10803
166027,Harvard University,www.harvard.edu/,28,site:harvard.edu Harvard University generative AI policy,"Guidelines for Using ChatGPT and other Generative AI tools at Harvard - July 13, 2023",https://provost.harvard.edu/links/guidelines-using-chatgpt-and-other-generative-ai-tools-harvard-july-13-2023,harvard.edu,True,3553
166027,Harvard University,www.harvard.edu/,29,site:harvard.edu Harvard University generative AI policy,Teach with Generative AI,https://www.harvard.edu/ai/teaching-resources/,harvard.edu,True,16816
166027,Harvard University,www.harvard.edu/,30,site:harvard.edu Harvard University generative AI policy,AI Syllabus Policies | The Derek Bok Center for Teaching and Learning,https://bokcenter.harvard.edu/ai-syllabus-policies,harvard.edu,True,1459
166027,Harvard University,www.harvard.edu/,31,site:harvard.edu Harvard University generative AI policy,Strategy and Initiatives,https://www.huit.harvard.edu/strategy,harvard.edu,True,1552
166027,Harvard University,www.harvard.edu/,32,site:harvard.edu Harvard University generative AI policy,"Diplomacy, artificial intelligence, and war - Harvard Law School | Harvard Law School",https://hls.harvard.edu/today/diplomacy-artificial-intelligence-and-war/,harvard.edu,True,6695
166027,Harvard University,www.harvard.edu/,33,site:harvard.edu Harvard University generative AI policy,Harvard College AI Guidance & FAQs,https://careerservices.fas.harvard.edu/resources/harvard-college-ai-guidance-faqa/,harvard.edu,True,11958
166027,Harvard University,www.harvard.edu/,34,site:harvard.edu Harvard University generative AI policy,Policy on Access to Electronic Information,https://provost.harvard.edu/links/policy-access-electronic-information,harvard.edu,True,252
166027,Harvard University,www.harvard.edu/,35,site:harvard.edu Harvard University generative AI policy,Generative AI @ FAS,https://www.fas.harvard.edu/gai,harvard.edu,True,5423
166027,Harvard University,www.harvard.edu/,36,site:harvard.edu Harvard University generative AI policy,AI and Public POlicy,https://generative-ai-course.hks.harvard.edu/,harvard.edu,True,1223
166027,Harvard University,www.harvard.edu/,37,site:harvard.edu Harvard University generative AI policy,EVP Artificial Intelligence Innovation Program (AIIP),https://www.huit.harvard.edu/aiip,harvard.edu,True,5810
166027,Harvard University,www.harvard.edu/,38,site:harvard.edu Harvard University generative AI policy,AI Sandbox,https://www.huit.harvard.edu/ai-sandbox,harvard.edu,True,1503
166027,Harvard University,www.harvard.edu/,39,site:harvard.edu Harvard University generative AI policy,Generative AI Research Program,https://uraf.harvard.edu/uraf-opportunities/generative-ai-research-program,harvard.edu,True,229
166027,Harvard University,www.harvard.edu/,40,site:harvard.edu Harvard University generative AI policy,Academic & Research Integrity – Harvard Faculty of Arts and Sciences,https://www.fas.harvard.edu/initiatives/generative-artificial-intelligence/academic-research-integrity/,harvard.edu,True,1298
166027,Harvard University,www.harvard.edu/,41,site:harvard.edu Harvard University generative AI policy,Pedagogy – Harvard Faculty of Arts and Sciences,https://www.fas.harvard.edu/initiatives/generative-artificial-intelligence/pedagogy/,harvard.edu,True,2400
166027,Harvard University,www.harvard.edu/,42,site:harvard.edu Harvard University generative AI policy,Harvard Open Access Policies,https://osc.hul.harvard.edu/liblab/sites/default/files/305_tagging_archives_library_lab_final_report.pdf,harvard.edu,True,58758
166027,Harvard University,www.harvard.edu/,43,site:harvard.edu Harvard University generative AI policy,Federal Guidance,https://catalyst.harvard.edu/regulatory/ai-human-participant-research/federal-guidance,harvard.edu,True,4677
166027,Harvard University,www.harvard.edu/,44,site:harvard.edu Harvard University generative AI policy,Evidence at the Core: How Policy Can Shape AI’s Future,https://d3.harvard.edu/evidence-at-the-core-how-policy-can-shape-ais-future/,harvard.edu,True,6211
166027,Harvard University,www.harvard.edu/,45,site:harvard.edu Harvard University generative AI policy,Letter Sent to Harvard 2025-04-11,https://www.harvard.edu/research-funding/wp-content/uploads/sites/16/2025/04/Letter-Sent-to-Harvard-2025-04-11.pdf,harvard.edu,True,14090
166027,Harvard University,www.harvard.edu/,46,site:harvard.edu Harvard University generative AI policy,Initial guidelines for using ChatGPT and other generative AI tools at Harvard,https://www.huit.harvard.edu/news/ai-guidelines,harvard.edu,True,4359
166027,Harvard University,www.harvard.edu/,47,site:harvard.edu Harvard University generative AI policy,HGSE AI Policy | Office of the Registrar,https://registrar.gse.harvard.edu/learning/policies-forms/ai-policy,harvard.edu,True,6614
166027,Harvard University,www.harvard.edu/,48,site:harvard.edu Harvard University generative AI policy,D^3 and Microsoft Launch Accelerated AI Research Initiative | Digital Data Design Institute at Harvard,https://d3.harvard.edu/d3-and-microsoft-launch-accelerated-ai-research-initiative/,harvard.edu,True,5467
166027,Harvard University,www.harvard.edu/,49,site:harvard.edu Harvard University generative AI policy,Guidelines for Using AI tools at Harvard,https://hcsra.sph.harvard.edu/news/guidelines-using-ai-tools-harvard,harvard.edu,True,453
166027,Harvard University,www.harvard.edu/,50,site:harvard.edu Harvard University generative AI policy,Harvard University - Message,https://links.repoint.harvard.edu/servlet/MailView?j=Mjg4Mzc0MTA0OQS2&ms=MzU5MDA2NDcS1&mt=1&r=MjMxNTEwNDEzNTYS1&rt=0,harvard.edu,True,5347
166027,Harvard University,www.harvard.edu/,51,site:harvard.edu Harvard University generative AI policy,Automating Content Policy | Berkman Klein Center,https://cyber.harvard.edu/events/automating-content-policy,harvard.edu,True,3139
166027,Harvard University,www.harvard.edu/,52,site:harvard.edu Harvard University generative AI policy,Kempner Institute for the Study of Natural and Artificial Intelligence Open Science Policies,http://kempnerinstitute.harvard.edu/open-science-policies/,harvard.edu,True,5944
166027,Harvard University,www.harvard.edu/,53,site:harvard.edu Harvard University generative AI policy,Federal Lawsuits - Federal Lawsuits,https://www.harvard.edu/federal-lawsuits/,harvard.edu,True,2995
166027,Harvard University,www.harvard.edu/,54,site:harvard.edu Harvard University generative AI policy,Dataverse Joins NIH in Increasing Access to Biomedical Data | The Institute for Quantitative Social Science,https://www.iq.harvard.edu/news/dataverse-joins-nih-data-repository-initiative,harvard.edu,True,5433
166027,Harvard University,www.harvard.edu/,55,site:harvard.edu Harvard University generative AI policy,The Antitrust Case Against AI Overviews - Harvard Journal of Law & Technology,https://jolt.law.harvard.edu/digest/the-antitrust-case-against-ai-overviews,harvard.edu,True,19699
166027,Harvard University,www.harvard.edu/,56,site:harvard.edu Harvard University generative AI policy,AI Policies and Course Examples,https://tll.gse.harvard.edu/ai-policies-and-course-examples,harvard.edu,True,1384
166027,Harvard University,www.harvard.edu/,57,site:harvard.edu Harvard University generative AI policy,Towards Positive Outcomes in the AI Economy: Mitigating Algorithmic Collusion and Enabling Fair Recourse,https://dash.harvard.edu/entities/publication/78b94a86-f30a-45d4-bd7d-73b24e15ce77,harvard.edu,True,5357
166027,Harvard University,www.harvard.edu/,58,site:harvard.edu Harvard University generative AI policy,Guidance for Faculty on Addressing AI-Related Academic Integrity Issues,https://bokcenter.harvard.edu/guidance-faculty-addressing-ai-related-academic-integrity-issues,harvard.edu,True,8344
166027,Harvard University,www.harvard.edu/,59,site:harvard.edu Harvard University generative AI policy,A Message About AI & Campus Services,https://intranet.campusservices.harvard.edu/2023/07/13/a-message-about-ai-campus-services/,harvard.edu,True,6106
166027,Harvard University,www.harvard.edu/,60,site:harvard.edu Harvard University generative AI policy,Harvard University Information Technology,https://www.huit.harvard.edu/file/29ecb85251ce97c65bdb0dfc7f417c6e,harvard.edu,True,3582
166027,Harvard University,www.harvard.edu/,61,site:harvard.edu Harvard University generative AI policy,Generative AI Tool Comparison,https://www.huit.harvard.edu/ai/tools,harvard.edu,True,5476
166027,Harvard University,www.harvard.edu/,62,site:harvard.edu Harvard University generative AI policy,Best Practices: Generative AI (System Administrators),https://privsec.harvard.edu/best-practices-generative-ai-system-administrators,harvard.edu,True,5250
166027,Harvard University,www.harvard.edu/,63,site:harvard.edu Harvard University generative AI policy,Harvard Data Policy,https://projects.iq.harvard.edu/odap/harvard-data-policy,harvard.edu,True,252
166027,Harvard University,www.harvard.edu/,64,site:harvard.edu Harvard University generative AI policy,Academic Integrity and Teaching With(out) AI,https://oaisc.fas.harvard.edu/academic-integrity-and-teaching-without-ai/,harvard.edu,True,9839
166027,Harvard University,www.harvard.edu/,65,site:harvard.edu Harvard University generative AI policy,,https://provost.harvard.edu/files/provost/files/policy_on_access_to_electronic_information.pdf,harvard.edu,True,16202
166027,Harvard University,www.harvard.edu/,66,site:harvard.edu Harvard University generative AI policy,AI Marketing Guidelines | Harvard John A. Paulson School of Engineering and Applied Sciences,https://seas.harvard.edu/office-communications/ai-marketing-guidelines,harvard.edu,True,7516
166027,Harvard University,www.harvard.edu/,67,site:harvard.edu Harvard University generative AI policy,Letter from Martha Whitehead: Initial Guidelines on Generative AI,https://library.harvard.edu/about/news/2023-07-13/letter-martha-whitehead-initial-guidelines-generative-ai,harvard.edu,True,2524
166027,Harvard University,www.harvard.edu/,68,site:harvard.edu Harvard University generative AI policy,Change to Harvard’s web publishing services and OpenScholar websites | Harvard University Information Technology,https://huit.harvard.edu/news/web-services-openscholar,harvard.edu,True,2833
166027,Harvard University,www.harvard.edu/,69,site:harvard.edu Harvard University generative AI policy,,https://provost.harvard.edu/resource/policyonaccesstoelectronicinformationpdf,harvard.edu,True,16202
166027,Harvard University,www.harvard.edu/,70,site:harvard.edu Harvard University generative AI policy,Love Data Week 2026: Where Is the Data? | Harvard Library,https://library.harvard.edu/about/news/2026-02-09/love-data-week-2026-where-data,harvard.edu,True,5150
166027,Harvard University,www.harvard.edu/,71,site:harvard.edu Harvard University generative AI policy,Research Data Management and Policy Compliance Resources,https://research.harvard.edu/research-policies-compliance/research-data-management/,harvard.edu,True,24437
166027,Harvard University,www.harvard.edu/,72,site:harvard.edu Harvard University generative AI policy,Generative AI @ Harvard,https://www.harvard.edu/ai/,harvard.edu,True,2395
166027,Harvard University,www.harvard.edu/,73,site:harvard.edu Harvard University generative AI policy,Microsoft Word - elec comm policy revised May 2015.docx,https://hwpi.harvard.edu/files/huit20/files/policy_on_access_to_electronic_information.pdf,harvard.edu,True,13945
166027,Harvard University,www.harvard.edu/,74,site:harvard.edu Harvard University generative AI policy,Harvard Kennedy School faculty members get creative and collaborative in a new artificial intelligence course module,https://www.hks.harvard.edu/faculty-research/policy-topics/science-technology-data/harvard-kennedy-school-faculty-members-get,harvard.edu,True,8427
166027,Harvard University,www.harvard.edu/,75,site:harvard.edu Harvard University generative AI policy,Fundamentals of Teaching with Generative AI,https://tll.gse.harvard.edu/fundamentals-teaching-generative-ai,harvard.edu,True,2135
166027,Harvard University,www.harvard.edu/,76,site:harvard.edu Harvard University generative AI policy,CS50's Introduction to Artificial Intelligence with Python,http://cs50.harvard.edu/ai/,harvard.edu,True,2501
166027,Harvard University,www.harvard.edu/,77,site:harvard.edu Harvard University generative AI policy,Designing Courses & Assignments in the Age of AI,https://bokcenter.harvard.edu/courses-and-assignments-in-age-of-ai,harvard.edu,True,7274
166027,Harvard University,www.harvard.edu/,78,site:harvard.edu Harvard University generative AI policy,Learn with Generative AI,https://www.harvard.edu/ai/learning-resources/,harvard.edu,True,1556
166027,Harvard University,www.harvard.edu/,79,site:harvard.edu Harvard University generative AI policy,Artificial Intelligence (AI),https://atg.fas.harvard.edu/ai,harvard.edu,True,1061
166027,Harvard University,www.harvard.edu/,80,site:harvard.edu Harvard University generative AI policy,About the Course,https://generative-ai-course.hks.harvard.edu/about,harvard.edu,True,1990
166027,Harvard University,www.harvard.edu/,81,site:harvard.edu Harvard University generative AI policy,Prospective Students | Computational Cognitive Development Lab,https://projects.iq.harvard.edu/ccdlab/prospective-students,harvard.edu,True,11039
166027,Harvard University,www.harvard.edu/,82,site:harvard.edu Harvard University generative AI policy,Generative AI Research Program,https://uraf.harvard.edu/generative-ai-research-program,harvard.edu,True,2990
166027,Harvard University,www.harvard.edu/,83,site:harvard.edu Harvard University generative AI policy,Harvard University,https://beta.my.harvard.edu/course/MIT15.383/2026-Spring/1,harvard.edu,True,5232
166027,Harvard University,www.harvard.edu/,84,site:harvard.edu Harvard University generative AI policy,Governance at a Crossroads,https://www.hks.harvard.edu/sites/default/files/Final_AWP_251_2.pdf,harvard.edu,True,305214
166027,Harvard University,www.harvard.edu/,85,site:harvard.edu Harvard University generative AI policy,Community Colleges Advancing Economic Mobility Volume,https://www.pw.hks.harvard.edu/post/community-colleges-advancing-economic-mobility-volume,harvard.edu,True,8973
166027,Harvard University,www.harvard.edu/,86,site:harvard.edu Harvard University generative AI policy,Computational Policy Lab,https://policylab.hks.harvard.edu/projects/pingpong.html,harvard.edu,True,2198
166027,Harvard University,www.harvard.edu/,87,site:harvard.edu Harvard University generative AI policy,SPH Generative AI Sandbox Now Available,https://hcsra.sph.harvard.edu/news/sph-generative-ai-sandbox-now-available,harvard.edu,True,1460
166027,Harvard University,www.harvard.edu/,88,site:harvard.edu Harvard University generative AI policy,,https://dash.harvard.edu/bitstreams/e8640578-5cc1-4593-a3f4-5f554d91f3fb/download,harvard.edu,True,156919
166027,Harvard University,www.harvard.edu/,89,site:harvard.edu Harvard University generative AI policy,Todd Essig: Will Love for Learning Matter Anymore? | Department of the History of Science,https://histsci.fas.harvard.edu/event/todd-essig-faculty-seminar-ai-and-university,harvard.edu,True,4608
166027,Harvard University,www.harvard.edu/,90,site:harvard.edu Harvard University generative AI policy,SPH Generative AI Sandbox Now Available | Harvard T.H. Chan School of Public Health,https://hsph.harvard.edu/information-technology/news/sph-generative-ai-sandbox-now-available/,harvard.edu,True,5121
166027,Harvard University,www.harvard.edu/,91,site:harvard.edu Harvard University generative AI policy,Using Permissions in Dataverse | Dataverse Support,https://support.dataverse.harvard.edu/event/using-permissions-dataverse,harvard.edu,True,1674
166027,Harvard University,www.harvard.edu/,92,site:harvard.edu Harvard University generative AI policy,"AI's Impact on Science, Law, and Society | Berkman Klein Center",https://cyber.harvard.edu/events/ais-impact-science-law-and-society,harvard.edu,True,3349
166027,Harvard University,www.harvard.edu/,93,site:harvard.edu Harvard University generative AI policy,Getting Started with HUIT-Supported AI Tools,https://bokcenter.harvard.edu/getting-started-huit-supported-ai-tools,harvard.edu,True,2567
166027,Harvard University,www.harvard.edu/,94,site:harvard.edu Harvard University generative AI policy,What is ‘original scholarship’ in the age of AI?,https://news.harvard.edu/gazette/story/2024/05/how-is-generative-ai-changing-education-artificial-intelligence/,harvard.edu,True,6488
166027,Harvard University,www.harvard.edu/,95,site:harvard.edu Harvard University generative AI policy,AI Lab,https://communicate.gse.harvard.edu/our-mission-2,harvard.edu,True,3414
166027,Harvard University,www.harvard.edu/,96,site:harvard.edu Harvard University generative AI policy,Institutional Voice,https://www.harvard.edu/president/news/2024/institutional-voice/,harvard.edu,True,3534
166027,Harvard University,www.harvard.edu/,97,site:harvard.edu Harvard University generative AI policy,AI Tools Available to the FAS,https://atg.fas.harvard.edu/ai-at-fas,harvard.edu,True,3092
166027,Harvard University,www.harvard.edu/,98,site:harvard.edu Harvard University generative AI policy,,https://academicunionization.harvard.edu/sites/g/files/omnuum3256/files/2025-09/Memo%20of%20Understanding%20on%20Artificial%20Intelligence%208-4-25.pdf,harvard.edu,True,1214
166027,Harvard University,www.harvard.edu/,99,site:harvard.edu Harvard University generative AI policy,AI Literacy & Ethics,https://bokcenter.harvard.edu/ai-literacy-and-ethics,harvard.edu,True,7113
166027,Harvard University,www.harvard.edu/,100,site:harvard.edu Harvard University generative AI policy,AI APIs and developer tools,https://www.huit.harvard.edu/ai-developer-tools,harvard.edu,True,1608
193900,New York University,https://www.nyu.edu/,1,site:nyu.edu New York University generative AI policy,Teaching with Generative AI,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-tools.html,nyu.edu,True,5601
193900,New York University,https://www.nyu.edu/,2,site:nyu.edu New York University generative AI policy,Frequently Asked Questions About Teaching and AI,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-tools/frequently-asked-questions.html,nyu.edu,True,26151
193900,New York University,https://www.nyu.edu/,3,site:nyu.edu New York University generative AI policy,Adapting Assignments to Generative AI,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-tools/adapting-assignments-to-generative-AI.html,nyu.edu,True,6031
193900,New York University,https://www.nyu.edu/,4,site:nyu.edu New York University generative AI policy,Student Learning with Generative AI,https://www.nyu.edu/faculty/teaching-and-learning-resources/Student-Learning-with-Generative-AI.html,nyu.edu,True,2469
193900,New York University,https://www.nyu.edu/,5,site:nyu.edu New York University generative AI policy,Academic Integrity and Syllabus Support,https://steinhardt.nyu.edu/faculty-and-staff/academic-affairs/steinhardt-ai-hub/academic-integrity-and-syllabus-support-age,nyu.edu,True,13212
193900,New York University,https://www.nyu.edu/,6,site:nyu.edu New York University generative AI policy,Getting Started with Generative AI,https://steinhardt.nyu.edu/faculty-and-staff/academic-affairs/steinhardt-ai-hub/getting-started-generative-ai,nyu.edu,True,4562
193900,New York University,https://www.nyu.edu/,7,site:nyu.edu New York University generative AI policy,Steinhardt AI Hub,https://steinhardt.nyu.edu/faculty-and-staff/academic-affairs/steinhardt-ai-hub,nyu.edu,True,3788
193900,New York University,https://www.nyu.edu/,8,site:nyu.edu New York University generative AI policy,Generative AI – A&S Office of Teaching Excellence and Innovation,https://wp.nyu.edu/fas-edtech/category/generative-ai/,nyu.edu,True,3588
193900,New York University,https://www.nyu.edu/,9,site:nyu.edu New York University generative AI policy,University Policies and Guidelines,https://www.nyu.edu/about/policies-guidelines-compliance/policies-and-guidelines.html,nyu.edu,True,4468
193900,New York University,https://www.nyu.edu/,10,site:nyu.edu New York University generative AI policy,NYU Generative AI (GenAI) Services,https://www.nyu.edu/life/information-technology/artificial-intelligence-at-nyu/generative-ai-services.html,nyu.edu,True,6630
193900,New York University,https://www.nyu.edu/,11,site:nyu.edu New York University generative AI policy,Generative AI and Large Language Models (LLMs),https://guides.nyu.edu/c.php?g=1307730&p=9624166,nyu.edu,True,7513
193900,New York University,https://www.nyu.edu/,12,site:nyu.edu New York University generative AI policy,"Hands-On Gen AI Workshops For Faculty Feb. 28, March 3 & 4 – A&S Office of Teaching Excellence and Innovation",https://wp.nyu.edu/fas-edtech/2025/02/new-hands-on-gen-ai-workshops-for-faculty/,nyu.edu,True,2722
193900,New York University,https://www.nyu.edu/,13,site:nyu.edu New York University generative AI policy,Meaningful Course Engagement with AI,https://nexus.sps.nyu.edu/post/meaningful-course-engagement-with-ai,nyu.edu,True,6272
193900,New York University,https://www.nyu.edu/,14,site:nyu.edu New York University generative AI policy,AI in Education | NYU Tandon School of Engineering,https://engineering.nyu.edu/research/student-research/vertically-integrated-projects/vip-teams/ai-education,nyu.edu,True,4171
193900,New York University,https://www.nyu.edu/,15,site:nyu.edu New York University generative AI policy,AI in Education | NYU Tandon School of Engineering,https://engineering.nyu.edu/vip-team/ai-education-1,nyu.edu,True,2896
193900,New York University,https://www.nyu.edu/,16,site:nyu.edu New York University generative AI policy,NYU Stern Center for Business & Human RightsSafeguarding AI: Addressing the Risks of Generative Artificial Intelligence,https://bhr.stern.nyu.edu/publication/safeguarding-ai-addressing-the-risks-of-generative-artificial-intelligence/,nyu.edu,True,2424
193900,New York University,https://www.nyu.edu/,17,site:nyu.edu New York University generative AI policy,Research Guides: Generative AI Tools for Academic Research: Generative AI Tools for Academic Research,https://guides.nyu.edu/ai-tools,nyu.edu,True,6407
193900,New York University,https://www.nyu.edu/,18,site:nyu.edu New York University generative AI policy,Key Projects and Initiatives,https://www.nyu.edu/life/information-technology/about-nyu-it/key-projects-and-initiatives.html,nyu.edu,True,7137
193900,New York University,https://www.nyu.edu/,19,site:nyu.edu New York University generative AI policy,NYU Information Security Standards,https://www.nyu.edu/life/information-technology/safe-computing/policies/security-standards.html,nyu.edu,True,3271
193900,New York University,https://www.nyu.edu/,20,site:nyu.edu New York University generative AI policy,New and Revised University Policies and Review Processes,https://www.nyu.edu/about/policies-guidelines-compliance/compliance/compliance-matters-newsletter/compliance-matters---fall-2025/new-and-revised-university-policies-and-review-processes.html,nyu.edu,True,3137
193900,New York University,https://www.nyu.edu/,21,site:nyu.edu New York University generative AI policy,Teaching and Learning with Generative AI,https://stern.nyu.edu/portal-partners/faculty-staff/learning-science-lab/teaching-technologies/teaching-and-learning-generative-ai,nyu.edu,True,875
193900,New York University,https://www.nyu.edu/,22,site:nyu.edu New York University generative AI policy,Recap of Teaching and Learning with Generative AI: Student Perspectives – Support for Teaching & Learning,https://teachingsupport.hosting.nyu.edu/recap-of-teaching-and-learning-with-generative-ai-student-perspectives/,nyu.edu,True,12955
193900,New York University,https://www.nyu.edu/,23,site:nyu.edu New York University generative AI policy,Discussing Generative AI with Students,https://nexus.sps.nyu.edu/post/discussing-generative-ai-with-students,nyu.edu,True,2024
193900,New York University,https://www.nyu.edu/,24,site:nyu.edu New York University generative AI policy,Center for Responsible AI | NYU Tandon School of Engineering,https://engineering.nyu.edu/research-innovation/centers/center-responsible-ai,nyu.edu,True,3543
193900,New York University,https://www.nyu.edu/,25,site:nyu.edu New York University generative AI policy,Generative AI for Creative Strategy,https://engineering.nyu.edu/academics/programs/gen-ai-for-creative-strategy,nyu.edu,True,6314
193900,New York University,https://www.nyu.edu/,26,site:nyu.edu New York University generative AI policy,Generative AI and Large Language Models (LLMs),https://guides.nyu.edu/c.php?g=1307730,nyu.edu,True,10965
193900,New York University,https://www.nyu.edu/,27,site:nyu.edu New York University generative AI policy,Compliance and Enforcement,https://wp.nyu.edu/compliance_enforcement/category/artificial-intelligence/,nyu.edu,True,15442
193900,New York University,https://www.nyu.edu/,28,site:nyu.edu New York University generative AI policy,GSAS Policies and Procedures Manual,https://gsas.nyu.edu/content/dam/nyu-as/gsas/documents/policies-and-procedures-and-forms/PP%20Manual%20Final%202024.pdf,nyu.edu,True,11299
193900,New York University,https://www.nyu.edu/,29,site:nyu.edu New York University generative AI policy,Research Highlights | Arun Sundararajan | Rethinking Intellectual Property Law in an Era of Generative AI,https://stern.nyu.edu/experience-stern/faculty-research/rethinking-intellectual-property-law-era-generative-ai,nyu.edu,True,3877
193900,New York University,https://www.nyu.edu/,30,site:nyu.edu New York University generative AI policy,Membership Details - Technology Opportunities & Ventures by NYU and NYU Langone Health,https://tov.med.nyu.edu/for-industry/consortium-for-operational-medical-ai-comai/me/,nyu.edu,True,4092
193900,New York University,https://www.nyu.edu/,31,site:nyu.edu New York University generative AI policy,Algorithmic Advisory Alliance – NYU Alliance for Public Interest Technology,https://stage.alliance.hosting.nyu.edu/algorithmic-adivsory-alliance/,nyu.edu,True,5924
