UNITID,university,condition,rank,query,title,url,domain
193900,NYU,max_100,22,site:nyu.edu New York University AI policy academic integrity,EWP Statement on Academic Integrity,https://cas.nyu.edu/ewp/faq/statement-on-academic-integrity.html,nyu.edu
193900,NYU,max_100,23,site:nyu.edu New York University AI policy academic integrity,Academic Integrity,https://as.nyu.edu/departments/cns/UndergraduateProgram/AcademicIntegrity.html,nyu.edu
193900,NYU,max_100,24,site:nyu.edu New York University AI policy academic integrity,Who Should Decide AI's Future? A Public Conversation on Governing Frontier Technology | NYU School of Global Public Health,https://publichealth.nyu.edu/events-news/events/2026/02/07/who-should-decide-ais-future-public-conversation-governing-frontier,nyu.edu
193900,NYU,max_100,25,site:nyu.edu New York University AI policy academic integrity,"AI, Misinformation, and Policy Seminar Series",https://cds.nyu.edu/ai-misinformation-and-policy-seminar-series/,nyu.edu
193900,NYU,max_100,26,site:nyu.edu New York University AI policy academic integrity,Academic Integrity Policy,https://tisch.nyu.edu/student-affairs/important-resources/academic-integrity-policy,nyu.edu
193900,NYU,max_100,27,site:nyu.edu New York University AI policy academic integrity,AI Judgment Rule(s) | Compliance and Enforcement,https://wp.nyu.edu/compliance_enforcement/2024/12/10/ai-judgment-rules/,nyu.edu
193900,NYU,max_100,28,site:nyu.edu New York University ChatGPT policy students,"Dear all, This is an advisory update on use of ChatGPT in ...",https://www.nyu.edu/content/dam/nyu/provost/documents/Chat%20GPT%20email.pdf,nyu.edu
193900,NYU,max_100,29,site:nyu.edu New York University ChatGPT policy students,Ethics Handbook for Students - NYU Journalism,https://journalism.nyu.edu/about-us/resources/ethics-handbook-for-students/,nyu.edu
193900,NYU,max_100,30,site:nyu.edu New York University ChatGPT policy students,"[PDF] Dear all, This is an advisory update on use of ChatGPT in the ... - NYU",https://www.nyu.edu/content/dam/nyu/provost/documents/Chat%2520GPT%2520email.pdf,nyu.edu
193900,NYU,max_100,31,site:nyu.edu New York University ChatGPT policy students,Compliance and Enforcement,https://wp.nyu.edu/compliance_enforcement/2023/02/10/does-your-company-need-a-chatgpt-policy-probably/,nyu.edu
193900,NYU,max_100,32,site:nyu.edu New York University ChatGPT policy students,Machines and Society,https://guides.nyu.edu/data/chatgpt,nyu.edu
193900,NYU,max_100,33,site:nyu.edu New York University ChatGPT policy students,Machines and Society,https://guides.nyu.edu/data/chatgpt-developer,nyu.edu
193900,NYU,max_100,34,site:nyu.edu New York University ChatGPT policy students,ChatGPT | Compliance and Enforcement,https://wp.nyu.edu/compliance_enforcement/tag/chatgpt/,nyu.edu
193900,NYU,max_100,35,site:nyu.edu New York University provost generative AI guidance,NYU Office of the Provost Generative AI Workshop: (Re)Designing Assignments and (Re)thinking Assessment for Learning in the Age of GenAI,https://nexus.sps.nyu.edu/post/nyu-office-of-the-provost-generative-ai-workshop-re-designing-assignments-and-re-thinking-assessm,nyu.edu
193900,NYU,max_100,36,site:nyu.edu New York University provost generative AI guidance,Adapting Assignments to Generative AI,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-tools/adapting-assignments-to-generative-AI.html,nyu.edu
193900,NYU,max_100,37,site:nyu.edu New York University provost generative AI guidance,Still wondering about Generative AI? Here are some NYU Resources,https://wp.nyu.edu/fas-edtech/2024/10/still-wondering-about-generative-ai-here-are-some-nyu-resources/,nyu.edu
193900,NYU,max_100,38,site:nyu.edu New York University provost generative AI guidance,AI and Technology in Education,https://www.nyu.edu/about/leadership-university-administration/office-of-the-president/office-of-the-provost/ai-and-technology-in-education.html,nyu.edu
193900,NYU,max_100,39,site:nyu.edu New York University provost generative AI guidance,,https://www.nyu.edu/about/leadership-university-administration/office-of-the-president/office-of-the-provost/clay-shirky.html,nyu.edu
193900,NYU,max_100,40,site:nyu.edu New York University provost generative AI guidance,Getting Started with Generative AI,https://steinhardt.nyu.edu/faculty-and-staff/academic-affairs/steinhardt-ai-hub/getting-started-generative-ai,nyu.edu
193900,NYU,max_100,41,site:nyu.edu New York University provost generative AI guidance,Generative AI - Generative AI and Large Language Models (LLMs) - Research Guides at New York University,https://guides.nyu.edu/chatgpt,nyu.edu
193900,NYU,max_100,42,site:nyu.edu New York University teaching and learning generative AI guidance,Enhancing Teaching and Learning with Generative AI,https://steinhardt.nyu.edu/faculty-and-staff/academic-affairs/steinhardt-ai-hub/enhancing-teaching-and-learning-generative-ai,nyu.edu
193900,NYU,max_100,43,site:nyu.edu New York University teaching and learning generative AI guidance,Teaching and Learning with Generative AI,https://stern.nyu.edu/portal-partners/faculty-staff/learning-science-lab/teaching-technologies/teaching-and-learning-generative-ai,nyu.edu
193900,NYU,max_100,44,site:nyu.edu New York University teaching and learning generative AI guidance,Student Learning with Generative AI - NYU,https://www.nyu.edu/faculty/teaching-and-learning-resources/Student-Learning-with-Generative-AI.html,nyu.edu
193900,NYU,no_max_specified,1,site:nyu.edu New York University generative AI policy,AI Guidance & Governance,https://www.nyu.edu/life/information-technology/artificial-intelligence-at-nyu/governance.html,nyu.edu
193900,NYU,no_max_specified,2,site:nyu.edu New York University generative AI policy,NYU Generative AI (GenAI) Services,https://www.nyu.edu/life/information-technology/artificial-intelligence-at-nyu/generative-ai-services.html,nyu.edu
193900,NYU,no_max_specified,3,site:nyu.edu New York University generative AI policy,Statement on Generative AI - College of Arts & Science - NYU,https://cas.nyu.edu/ewp/about/statement-on-generative-ai.html,nyu.edu
193900,NYU,no_max_specified,4,site:nyu.edu New York University generative AI policy,Generative AI Guidelines for NYU Communicators,https://www.nyu.edu/employees/resources-and-services/media-and-communications/nyu-brand-guidelines/creating-messaging-and-visual-assets/best-practices/generative-ai-guidelines-for-nyu-communicators.html,nyu.edu
193900,NYU,no_max_specified,5,site:nyu.edu New York University generative AI policy,Generative AI Tools for Academic Research - Generative AI Tools for Academic Research - Research Guides at New York University,https://guides.nyu.edu/ai-tools,nyu.edu
193900,NYU,no_max_specified,6,site:nyu.edu New York University generative AI policy,Generative AI Updates – Live Syllabus and Faculty Development Resources – A&S Office of Teaching Excellence and Innovation,https://wp.nyu.edu/fas-edtech/2024/01/generative-ai-updates-live-syllabus-and-faculty-development-resources/,nyu.edu
193900,NYU,no_max_specified,7,site:nyu.edu New York University generative AI policy,Research Guides: Machines and Society: Generative AI for Research and Creative Use,https://guides.nyu.edu/data/llm-research-creative-use,nyu.edu
193900,NYU,no_max_specified,8,site:nyu.edu New York University generative AI policy,Generative AI – A&S Office of Teaching Excellence and Innovation,https://wp.nyu.edu/fas-edtech/category/generative-ai/,nyu.edu
193900,NYU,no_max_specified,9,site:nyu.edu New York University generative AI policy,Teaching with Generative AI,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-tools.html,nyu.edu
193900,NYU,no_max_specified,10,site:nyu.edu New York University generative AI policy,Frequently Asked Questions About Teaching and AI,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-tools/frequently-asked-questions.html,nyu.edu
193900,NYU,no_max_specified,11,site:nyu.edu New York University generative AI policy,Generative AI Tools for Academic Research,https://guides.nyu.edu/ai-tools/discovery,nyu.edu
193900,NYU,no_max_specified,12,site:nyu.edu New York University generative AI policy,NYU Launches Generative AI Resources for Instructors and Researchers,https://www.nyu.edu/research/navigating-research-technology/stories/nyu-launches-resources-for-instructors-exploring-generative-ai.html,nyu.edu
193900,NYU,no_max_specified,13,site:nyu.edu New York University generative AI policy,Steinhardt AI Hub,https://steinhardt.nyu.edu/faculty-and-staff/academic-affairs/steinhardt-ai-hub,nyu.edu
193900,NYU,no_max_specified,14,site:nyu.edu New York University AI policy academic integrity,Academic Integrity and Syllabus Support in the Age of Generative AI,https://steinhardt.nyu.edu/faculty-and-staff/academic-affairs/steinhardt-ai-hub/academic-integrity-and-syllabus-support-age,nyu.edu
193900,NYU,no_max_specified,15,site:nyu.edu New York University AI policy academic integrity,Academic Integrity for Students at NYU,https://www.nyu.edu/about/policies-guidelines-compliance/policies-and-guidelines/academic-integrity-for-students-at-nyu.html,nyu.edu
193900,NYU,no_max_specified,16,site:nyu.edu New York University AI policy academic integrity,CDS Academic Integrity Statement and Policy - NYU Center for Data Science,https://cds.nyu.edu/academics/academic-integrity-statement-policy/,nyu.edu
193900,NYU,no_max_specified,17,site:nyu.edu New York University AI policy academic integrity,Academic Integrity,https://cas.nyu.edu/academic-integrity.html,nyu.edu
193900,NYU,no_max_specified,18,site:nyu.edu New York University AI policy academic integrity,GenAI & Academic Integrity,https://sites.google.com/stern.nyu.edu/teaching-learning-gen-ai/academic-integrity,nyu.edu
193900,NYU,no_max_specified,19,site:nyu.edu New York University AI policy academic integrity,,https://www.nyu.edu/content/dam/nyu/provost/documents/Academic-Integrity-Policy-Memo.pdf,nyu.edu
193900,NYU,no_max_specified,20,site:nyu.edu New York University AI policy academic integrity,EWP Statement on Academic Integrity,https://cas.nyu.edu/ewp/faq/statement-on-academic-integrity.html,nyu.edu
193900,NYU,no_max_specified,21,site:nyu.edu New York University AI policy academic integrity,Academic Integrity,https://as.nyu.edu/departments/cns/UndergraduateProgram/AcademicIntegrity.html,nyu.edu
193900,NYU,no_max_specified,22,site:nyu.edu New York University AI policy academic integrity,Who Should Decide AI's Future? A Public Conversation on Governing Frontier Technology | NYU School of Global Public Health,https://publichealth.nyu.edu/events-news/events/2026/02/07/who-should-decide-ais-future-public-conversation-governing-frontier,nyu.edu
193900,NYU,no_max_specified,23,site:nyu.edu New York University ChatGPT policy students,"[PDF] Dear all, This is an advisory update on use of ChatGPT in the ... - NYU",https://www.nyu.edu/content/dam/nyu/provost/documents/Chat%2520GPT%2520email.pdf,nyu.edu
193900,NYU,no_max_specified,24,site:nyu.edu New York University ChatGPT policy students,Generative AI and Large Language Models (LLMs),https://guides.nyu.edu/c.php?g=1307730&p=9624166,nyu.edu
193900,NYU,no_max_specified,25,site:nyu.edu New York University ChatGPT policy students,Generative AI - Generative AI and Large Language Models (LLMs) - Research Guides at New York University,https://guides.nyu.edu/chatgpt,nyu.edu
193900,NYU,no_max_specified,26,site:nyu.edu New York University provost generative AI guidance,NYU Office of the Provost Generative AI Workshop: (Re)Designing Assignments and (Re)thinking Assessment for Learning in the Age of GenAI,https://nexus.sps.nyu.edu/post/nyu-office-of-the-provost-generative-ai-workshop-re-designing-assignments-and-re-thinking-assessm,nyu.edu
193900,NYU,no_max_specified,27,site:nyu.edu New York University provost generative AI guidance,NYU-wide Workshops on Teaching & Learning with GenAI (August ...,https://www.nyu.edu/about/leadership-university-administration/office-of-the-president/office-of-the-provost/vice-provostial-communications/NYU-wide-Workshops-on-Teaching-Learning-with-GenAI.html,nyu.edu
193900,NYU,no_max_specified,28,site:nyu.edu New York University provost generative AI guidance,Still wondering about Generative AI? Here are some NYU Resources – A&S Office of Teaching Excellence and Innovation,https://wp.nyu.edu/fas-edtech/2024/10/still-wondering-about-generative-ai-here-are-some-nyu-resources/,nyu.edu
193900,NYU,no_max_specified,29,site:nyu.edu New York University provost generative AI guidance,AI and Technology in Education,https://www.nyu.edu/about/leadership-university-administration/office-of-the-president/office-of-the-provost/ai-and-technology-in-education.html,nyu.edu
193900,NYU,no_max_specified,30,site:nyu.edu New York University provost generative AI guidance,,https://www.nyu.edu/about/leadership-university-administration/office-of-the-president/office-of-the-provost/clay-shirky.html,nyu.edu
193900,NYU,no_max_specified,31,site:nyu.edu New York University provost generative AI guidance,Getting Started with Generative AI,https://steinhardt.nyu.edu/faculty-and-staff/academic-affairs/steinhardt-ai-hub/getting-started-generative-ai,nyu.edu
193900,NYU,no_max_specified,32,site:nyu.edu New York University provost generative AI guidance,Key AI Resources at NYU,https://www.nyu.edu/life/information-technology/artificial-intelligence-at-nyu/resources.html,nyu.edu
193900,NYU,no_max_specified,33,site:nyu.edu New York University teaching and learning generative AI guidance,Teaching and Learning with Generative AI,https://stern.nyu.edu/portal-partners/faculty-staff/learning-science-lab/teaching-technologies/teaching-and-learning-generative-ai,nyu.edu
193900,NYU,no_max_specified,34,site:nyu.edu New York University teaching and learning generative AI guidance,Student Learning with Generative AI - NYU,https://www.nyu.edu/faculty/teaching-and-learning-resources/Student-Learning-with-Generative-AI.html,nyu.edu
193900,NYU,no_max_specified,35,site:nyu.edu New York University teaching and learning generative AI guidance,Enhancing Teaching and Learning with Generative AI,https://steinhardt.nyu.edu/faculty-and-staff/academic-affairs/steinhardt-ai-hub/enhancing-teaching-and-learning-generative-ai,nyu.edu
193900,NYU,no_max_specified,36,site:nyu.edu New York University teaching and learning generative AI guidance,Adapting Assignments to Generative AI,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-tools/adapting-assignments-to-generative-AI.html,nyu.edu
193900,NYU,no_max_specified,37,site:nyu.edu New York University teaching and learning generative AI guidance,Suggestions for Teaching and Learning  - Machines and Society - Research Guides at New York University,https://guides.nyu.edu/data/ai-teaching-and-learning,nyu.edu
236948,UW,max_100,1,site:washington.edu University of Washington-Seattle Campus generative AI policy,Generative AI Policies - CSE 374,https://courses.cs.washington.edu/courses/cse374/25su/gen_ai/,washington.edu
236948,UW,max_100,2,site:washington.edu University of Washington-Seattle Campus generative AI policy,Human Subjects Division,https://www.washington.edu/research/hsd/guidance/ai/,washington.edu
236948,UW,max_100,3,site:washington.edu University of Washington-Seattle Campus generative AI policy,AI tools and academic integrity,https://www.washington.edu/studentlife/2023/10/11/ai-tools-and-academic-integrity/,washington.edu
236948,UW,max_100,4,site:washington.edu University of Washington-Seattle Campus generative AI policy,Task force appointed to address AI,https://www.washington.edu/provost/2024/02/15/task-force-appointed-to-address-ai/,washington.edu
236948,UW,max_100,5,site:washington.edu University of Washington-Seattle Campus generative AI policy,Policies in CSE 415 (Winter 2025),https://courses.cs.washington.edu/courses/cse415/25wi/policies.html,washington.edu
236948,UW,max_100,6,site:washington.edu University of Washington-Seattle Campus generative AI policy,UW Engineering's AI and content guidelines | UW College of Engineering,https://www.engr.washington.edu/mycoe/marcom/social-media/ai-guidelines,washington.edu
236948,UW,max_100,7,site:washington.edu University of Washington-Seattle Campus generative AI policy,Guidance on AI use in application materials | Human Centered Design & Engineering,https://www.hcde.washington.edu/ms/admissions/ai-writing,washington.edu
236948,UW,max_100,8,site:washington.edu University of Washington-Seattle Campus generative AI policy,Update on the work of the AI Task Force,https://www.washington.edu/provost/blog/page/4/,washington.edu
236948,UW,max_100,9,site:washington.edu University of Washington-Seattle Campus generative AI policy,Sample syllabus statements regarding student use of artificial intelligence,https://teaching.washington.edu/course-design/ai/sample-ai-syllabus-statements,washington.edu
236948,UW,max_100,10,site:washington.edu University of Washington-Seattle Campus generative AI policy,Lab Policies and Guidelines | Paul G. Allen School of Computer Science & Engineering,https://www.cs.washington.edu/lab/policies-and-guidelines,washington.edu
236948,UW,max_100,11,site:washington.edu University of Washington-Seattle Campus generative AI policy,HCAI FAQs,https://www.hcde.washington.edu/hcai/faq,washington.edu
236948,UW,max_100,12,site:washington.edu University of Washington-Seattle Campus generative AI policy,Schoolwide Policies,https://www.cs.washington.edu/academics/schoolwide-policies/,washington.edu
236948,UW,max_100,13,site:washington.edu University of Washington-Seattle Campus generative AI policy,Artificial Intelligence Supplement - UW Research,https://www.washington.edu/research/forms-and-templates/supplement-ai/,washington.edu
236948,UW,max_100,14,site:washington.edu University of Washington-Seattle Campus generative AI policy,Student Handbook - Paul G. Allen School of Computer Science & Engineering,https://cs.washington.edu/academics/graduate/certificate-modern-ai/student-handbook,washington.edu
236948,UW,max_100,15,site:washington.edu University of Washington-Seattle Campus generative AI policy,Generative AI - CSE 122,https://courses.cs.washington.edu/courses/cse122/24su/gen-ai/,washington.edu
236948,UW,max_100,16,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Creating a culture of academic integrity,https://teaching.washington.edu/course-design/academic-integrity,washington.edu
236948,UW,max_100,17,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Academic integrity and misconduct | UW College of Engineering,https://engr.washington.edu/current/policies/academic-integrity-misconduct,washington.edu
236948,UW,max_100,18,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Faculty guidance for promoting academic integrity,https://engr.washington.edu/mycoe/academic/integrity,washington.edu
236948,UW,max_100,19,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Student Rights & Academic Misconduct | Human Centered Design & Engineering,https://hcde.washington.edu/policies/plagiarism-and-academic-conduct,washington.edu
236948,UW,max_100,20,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Supporting Academic Integrity | Writing @ UW,https://writing.washington.edu/for-instructors/supporting-academic-integrity,washington.edu
236948,UW,max_100,21,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Academic Misconduct – Community Standards & Student Conduct,https://www.washington.edu/cssc/facultystaff/academic-misconduct/,washington.edu
236948,UW,max_100,22,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Academic Integrity & Academic Misconduct,https://education.washington.edu/foryou/students/academic-conduct,washington.edu
236948,UW,max_100,23,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,AI+Teaching,https://teaching.washington.edu/course-design/chatgpt/,washington.edu
236948,UW,max_100,24,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,Q&A: Can AI in school actually help students be more creative and self-directed?,https://www.washington.edu/news/2023/09/25/ai-school-chatgpt-katie-davis/,washington.edu
236948,UW,max_100,25,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,Demystifying ChatGPT for Academics – Event Follow-up,https://www.washington.edu/research/announcements/demystifying-chatgpt-for-academics-register-for-event-on-april-5-2023/,washington.edu
236948,UW,max_100,26,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,"ChatGPT, AI and Student Learning",https://sph.washington.edu/faculty/newsletter/ChatGPT-AI,washington.edu
236948,UW,max_100,27,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,AI+Teaching,https://teaching.washington.edu/course-design/ai,washington.edu
236948,UW,max_100,28,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,Effective and Responsible Use of AI in Research,https://www.grad.washington.edu/e,washington.edu
236948,UW,max_100,29,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,ISS Core Course AI Policy and Guidelines | Integrated Social Sciences - UW College of Arts and Sciences,https://integrated-social-sciences.washington.edu/iss-core-course-ai-policy-and-guidelines,washington.edu
236948,UW,max_100,30,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,Hands-on Master Class on LLMs and ChatGPT,https://www.ee.washington.edu/academics/professional-masters-short-courses/llm/,washington.edu
236948,UW,max_100,31,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,Student Handbook - Paul G. Allen School of Computer Science & Engineering,https://www.cs.washington.edu/academics/graduate/certificate-modern-ai/student-handbook/,washington.edu
236948,UW,max_100,32,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,Expectations for autumn quarter instruction (Message to Seattle campus instructors),https://www.washington.edu/coronavirus/category/academics/,washington.edu
236948,UW,max_100,33,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,"Q&amp;A: As AI changes education, important conversations for kids still happen off-screen – UW News",https://www.washington.edu/news/2023/08/16/jason-yip-ai-chatgpt-education-learning-teaching-schools/,washington.edu
236948,UW,max_100,34,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,Noah Smith named endowed chair and vice provost for artificial intelligence,https://www.washington.edu/provost/2025/11/18/noah-smith-named-endowed-chair-and-vice-provost-for-artificial-intelligence/,washington.edu
236948,UW,max_100,35,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,Update on the work of the AI Task Force,https://www.washington.edu/provost/2024/09/24/update-on-the-work-of-the-ai-task-force/,washington.edu
236948,UW,max_100,36,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,"Give your input on AI, take the UW-wide survey",https://www.washington.edu/provost/2024/10/08/give-your-input-on-ai-take-the-uw-wide-survey/,washington.edu
236948,UW,max_100,37,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,Artificial Intelligence,https://www.washington.edu/assessment/reports/artificial-intelligence/,washington.edu
236948,UW,max_100,38,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,Provost’s blog,https://www.washington.edu/provost/blog/page/3/,washington.edu
236948,UW,max_100,39,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,$10M gift from Charles and Lisa Simonyi establishes AI@UW to advance artificial intelligence and emerging technologies,https://www.washington.edu/news/2025/11/18/10-million-gift-from-charles-and-lisa-simonyi-establishes-aiuw-to-advance-artificial-intelligence-and-emerging-technologies/,washington.edu
236948,UW,max_100,40,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,Encouraging connections and cultivating the next generation of academic leaders,https://www.washington.edu/provost/blog/,washington.edu
236948,UW,max_100,41,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,WH Launches Genesis Mission for AI,https://www.washington.edu/federalrelations/2025/11/25/wh-launches-genesis-mission-for-ai/,washington.edu
236948,UW,max_100,42,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,Provost and executive vice president for academic affairs,https://www.washington.edu/provost/,washington.edu
236948,UW,max_100,43,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,BIG 6 -  Area of Expertise: Artificial Intelligence:  Generative AI,https://cs.washington.edu/?aoe_artificial_intelligence=generative-ai,washington.edu
236948,UW,max_100,44,site:washington.edu University of Washington-Seattle Campus teaching and learning generative AI guidance,AI+Teaching Course,https://teaching.washington.edu/learn/ai-to-advance-learning,washington.edu
236948,UW,max_100,45,site:washington.edu University of Washington-Seattle Campus teaching and learning generative AI guidance,"AI in the Classroom? For Faculty, It's Complicated | UW College of Arts ...",https://artsci.washington.edu/news/2026-01/ai-classroom-faculty-its-complicated,washington.edu
236948,UW,max_100,46,site:washington.edu University of Washington-Seattle Campus teaching and learning generative AI guidance,Use of Generative AI in CSE 351!,https://courses.cs.washington.edu/courses/cse351/25su/gen_ai.html,washington.edu
236948,UW,max_100,47,site:washington.edu University of Washington-Seattle Campus teaching and learning generative AI guidance,Leveraging AI for Teaching and Learning,https://www.washington.edu/circle/resources/in-the-loop-newsletters/leveraging-ai-for-teaching-and-learning/,washington.edu
236948,UW,max_100,48,site:washington.edu University of Washington-Seattle Campus teaching and learning generative AI guidance,Learn with us,https://teaching.washington.edu/learn,washington.edu
236948,UW,max_100,49,site:washington.edu University of Washington-Seattle Campus teaching and learning generative AI guidance,Course design,https://teaching.washington.edu/course-design,washington.edu
236948,UW,max_100,50,site:washington.edu University of Washington-Seattle Campus teaching and learning generative AI guidance,"Center for Teaching and Learning, UW Seattle",https://teaching.washington.edu/about/ctl/,washington.edu
236948,UW,no_max_specified,1,site:washington.edu University of Washington-Seattle Campus generative AI policy,Human Subjects Division,https://www.washington.edu/research/hsd/guidance/ai/,washington.edu
236948,UW,no_max_specified,2,site:washington.edu University of Washington-Seattle Campus generative AI policy,Update on the work of the AI Task Force,https://www.washington.edu/provost/blog/page/4/,washington.edu
236948,UW,no_max_specified,3,site:washington.edu University of Washington-Seattle Campus generative AI policy,Generative AI Policies - CSE 374,https://courses.cs.washington.edu/courses/cse374/25su/gen_ai/,washington.edu
236948,UW,no_max_specified,4,site:washington.edu University of Washington-Seattle Campus generative AI policy,UW Engineering's AI and content guidelines | UW College of Engineering,https://www.engr.washington.edu/mycoe/marcom/social-media/ai-guidelines,washington.edu
236948,UW,no_max_specified,5,site:washington.edu University of Washington-Seattle Campus generative AI policy,AI tools and academic integrity,https://www.washington.edu/studentlife/2023/10/11/ai-tools-and-academic-integrity/,washington.edu
236948,UW,no_max_specified,6,site:washington.edu University of Washington-Seattle Campus generative AI policy,Task force appointed to address AI,https://www.washington.edu/provost/2024/02/15/task-force-appointed-to-address-ai/,washington.edu
